TQ,DPQ,C,OU,DI,DFT,DFO,RD
1,4,1,1,46,1,6,8
4,2,4,2,30,30,54,35
3,4,1,3,10,23,2,12
2,4,1,4,4,16,10,24
3,4,3,0,67,2,39,15
0,1,0,4,16,14,14,4
1,1,0,1,21,8,2,1
3,4,2,1,7,0,5,4
4,3,2,2,14,23,7,1
0,0,1,0,11,21,12,11
0,0,2,2,9,3,2,3
2,2,2,2,20,11,5,4
4,3,4,1,35,10,24,5
1,3,1,2,20,5,15,19
0,1,4,0,46,0,8,5
1,3,4,4,12,5,10,13
0,2,4,4,67,11,19,2
2,4,2,2,12,23,9,2
2,2,0,4,58,2,17,2
4,2,4,0,15,20,3,11
1,1,0,3,39,3,6,2
3,0,0,2,2,10,37,1
3,2,0,4,68,6,20,2
4,3,1,1,41,11,11,1
4,4,4,1,52,10,25,6
4,1,1,2,7,26,0,4
4,2,2,2,32,13,61,3
0,1,4,3,17,12,9,0
1,4,4,3,19,0,10,6
0,0,2,2,67,10,4,1
2,4,2,0,27,12,8,2
3,3,4,1,40,9,39,7
0,1,2,0,23,11,4,3
1,0,0,1,43,0,19,6
1,0,4,0,1,23,0,36
4,3,4,4,3,11,11,9
0,0,2,3,34,7,9,1
3,4,1,2,16,2,5,3
0,0,3,1,47,19,1,17
2,0,0,4,23,24,16,12
3,2,0,3,17,1,23,13
4,1,4,1,54,19,5,7
4,2,2,3,57,24,10,1
0,3,4,3,61,5,2,17
4,2,3,2,13,37,9,6
2,3,4,3,20,47,0,9
3,4,4,4,28,20,1,16
3,3,1,2,69,2,12,11
2,1,0,0,28,1,20,4
4,2,2,0,5,7,19,3
2,3,3,2,70,11,1,29
1,1,3,4,44,12,4,4
1,4,2,4,25,29,7,28
3,3,4,4,26,11,8,2
2,2,4,3,26,6,1,19
2,3,0,2,10,8,2,3
1,1,4,2,58,2,51,22
3,3,3,1,24,13,5,6
4,4,4,2,29,3,7,8
0,3,0,3,25,5,2,1
1,0,1,1,49,24,1,15
3,3,0,3,55,28,11,9
4,2,4,4,18,7,7,14
4,2,2,0,25,6,21,25
1,2,0,3,28,10,14,2
4,0,4,2,36,4,3,3
2,3,0,1,31,15,15,1
0,4,3,0,61,2,1,14
0,0,0,3,55,9,8,3
0,4,1,4,25,0,8,7
1,2,1,2,1,1,8,2
2,0,0,3,32,14,21,28
0,0,3,2,8,4,10,4
4,2,2,2,28,27,27,4
2,1,4,0,40,0,29,2
3,0,4,3,79,0,22,2
4,3,0,0,18,22,5,0
4,3,0,1,8,20,2,12
3,2,1,3,16,7,41,3
4,1,1,3,45,10,15,6
2,4,2,0,34,41,12,1
4,0,1,2,90,5,29,22
2,0,1,3,0,5,15,13
2,3,1,3,29,17,6,19
1,0,2,0,42,17,3,2
2,0,3,2,8,20,31,12
1,1,2,1,41,8,40,1
0,0,3,2,52,9,21,5
1,4,3,2,21,9,16,8
0,3,2,3,42,3,9,8
0,3,4,1,13,49,21,3
2,4,0,0,8,1,24,25
1,4,1,1,30,7,2,0
4,0,4,2,34,41,4,6
2,4,0,4,6,24,14,2
1,0,2,4,32,15,13,9
0,1,0,2,22,4,5,1
1,2,3,4,32,70,2,24
0,3,4,4,31,2,14,11
0,0,0,1,24,41,30,9
0,1,2,3,47,8,19,30
3,0,1,4,40,5,19,1
1,0,3,4,37,7,2,6
1,4,0,0,55,4,5,0
0,0,0,1,65,42,7,19
2,3,2,0,29,9,64,10
2,0,2,2,31,4,6,0
4,3,4,2,12,15,1,7
3,1,0,4,10,9,6,12
4,2,1,0,84,19,3,15
2,4,4,1,7,3,3,16
4,2,3,2,47,32,63,39
4,0,0,4,39,9,11,13
2,1,1,1,29,12,31,15
1,3,0,3,23,22,0,1
3,2,2,2,64,9,3,11
1,1,0,3,44,6,33,1
3,3,1,2,24,16,0,0
1,4,3,4,0,21,53,0
0,4,3,0,13,38,12,10
0,4,0,4,47,22,3,35
4,2,2,4,19,11,20,4
4,1,2,1,32,47,0,7
0,4,4,0,37,24,12,2
1,2,2,1,76,10,7,21
1,1,0,4,47,37,11,4
4,2,2,0,8,15,2,8
4,3,0,2,19,20,8,6
4,1,0,1,35,18,2,1
0,3,4,4,36,8,56,2
2,3,1,1,57,2,11,0
3,0,3,1,61,36,4,33
4,4,2,2,39,8,17,15
1,2,0,3,21,16,20,11
4,3,3,1,14,10,20,3
3,1,4,4,54,20,9,8
1,2,3,3,44,1,8,6
1,0,2,0,10,5,61,13
3,2,4,4,37,12,4,1
4,1,2,3,3,14,23,8
4,4,2,2,21,1,32,13
3,4,3,3,4,9,10,3
0,0,4,1,24,22,8,4
4,0,0,2,7,4,9,6
0,3,2,0,1,18,7,0
3,4,1,4,10,14,17,9
4,4,4,4,34,2,0,14
0,1,1,1,37,1,17,24
0,4,4,4,54,8,7,3
0,2,3,2,34,21,35,3
4,3,0,4,3,19,2,10
3,4,0,3,12,2,7,3
1,0,0,4,27,0,7,2
1,4,0,2,18,3,10,0
2,4,3,2,24,2,1,30
4,2,1,2,16,13,11,9
0,3,0,3,61,9,1,21
4,0,0,3,7,44,2,18
4,0,2,2,14,5,18,6
1,0,2,0,26,20,0,8
1,0,0,3,24,19,67,5
0,1,1,2,75,47,40,7
4,2,0,0,31,24,5,0
1,2,0,3,13,26,2,30
1,0,3,3,31,5,4,0
0,3,3,2,5,29,45,0
1,1,4,4,18,3,28,11
0,1,3,3,3,6,9,11
3,3,1,2,1,35,37,7
1,4,0,0,27,13,13,8
3,0,2,4,17,2,26,21
4,4,1,3,26,2,11,21
4,2,2,0,17,60,2,4
3,4,2,2,12,21,2,10
4,2,3,0,36,33,16,3
1,1,2,1,49,7,17,2
4,1,0,1,41,5,14,5
3,2,3,1,61,4,1,20
3,2,0,0,59,6,17,14
0,0,3,1,77,33,10,0
4,1,2,1,16,22,7,2
1,3,1,1,1,15,22,29
4,1,2,1,12,9,30,10
2,4,4,3,42,5,17,2
2,0,4,4,17,1,10,8
3,3,4,3,17,12,1,2
3,2,4,1,29,48,14,8
1,4,0,1,15,52,11,13
1,2,2,2,52,17,14,0
0,2,1,3,78,13,19,5
4,0,2,2,59,14,11,24
2,1,0,2,11,11,13,3
4,0,0,1,5,1,5,11
4,2,1,4,11,3,4,0
3,2,2,3,16,3,5,12
3,0,2,3,13,22,4,0
4,1,4,1,29,14,6,7
0,1,0,1,4,19,20,10
4,3,4,1,8,7,5,18
3,1,2,1,82,0,25,13
4,1,3,2,59,14,4,1
0,0,3,3,52,14,19,17
2,3,3,3,28,20,5,2
4,0,1,1,32,38,0,4
1,2,4,1,12,11,0,2
1,4,0,4,10,4,0,2
3,2,3,2,19,5,36,10
3,1,2,3,7,14,7,11
4,3,4,3,40,9,34,5
1,3,2,0,64,2,5,1
3,2,2,0,25,10,3,3
2,1,3,0,19,8,1,1
3,4,4,3,20,10,48,2
2,2,3,0,14,18,4,1
3,3,0,4,37,41,29,11
2,1,1,0,46,2,17,0
2,1,3,0,47,12,10,7
4,3,4,0,13,25,0,29
2,3,2,0,10,15,10,3
3,0,3,2,11,4,12,7
3,0,1,2,16,2,19,23
1,0,2,3,47,18,1,8
0,4,4,1,38,10,22,0
2,3,0,4,60,41,38,4
1,3,3,3,6,6,3,2
4,0,3,0,37,2,30,3
3,3,2,2,13,0,5,9
0,0,0,0,15,19,10,3
0,3,4,2,35,11,5,0
2,3,4,0,27,26,22,10
4,1,0,4,8,1,39,8
1,4,1,0,37,8,1,15
0,1,0,0,49,15,1,7
0,3,0,3,45,1,1,1
3,0,1,2,87,3,9,6
3,4,2,0,56,23,20,19
3,2,1,1,27,29,12,8
0,3,0,2,56,8,5,2
3,2,0,2,7,6,4,3
2,4,0,1,23,30,11,0
1,4,3,1,23,5,1,0
2,3,1,4,24,12,12,13
1,4,3,1,2,20,21,19
2,4,3,3,35,4,6,9
1,1,1,0,2,22,6,11
2,2,2,1,56,7,13,14
3,1,4,3,12,6,15,12
4,2,3,0,56,3,1,5
1,3,1,1,16,22,22,14
3,4,4,3,6,11,13,9
3,4,3,4,2,25,50,1
4,4,0,4,24,15,24,3
2,0,4,3,9,15,19,6
2,4,4,3,29,4,4,4
2,2,0,1,65,6,32,4
2,4,3,2,31,24,4,6
1,0,3,1,21,2,2,4
3,0,4,2,6,5,5,0
1,0,0,1,7,0,39,17
2,4,0,0,31,24,40,7
2,0,4,4,23,3,18,3
3,2,1,1,15,0,3,3
2,2,4,0,28,38,25,17
2,0,2,1,40,6,8,14
2,4,1,4,3,18,15,9
4,4,4,2,56,8,35,14
2,3,4,2,25,20,25,0
3,0,1,3,22,0,23,30
3,0,1,1,48,8,6,4
4,4,0,2,10,0,4,8
1,3,2,4,35,1,6,1
0,3,0,3,43,23,1,3
2,3,4,2,56,9,30,2
1,3,2,0,31,14,3,2
3,2,4,3,1,34,11,17
1,2,3,0,60,19,2,1
2,4,3,4,54,6,23,9
4,0,3,1,22,3,8,9
1,3,0,2,25,18,4,7
0,3,3,2,99,6,10,6
3,0,0,3,7,1,1,2
3,4,3,4,19,1,39,0
4,2,1,0,1,32,15,0
0,0,4,1,16,12,15,3
0,3,0,1,8,6,3,32
0,2,3,1,22,30,10,10
1,1,3,1,28,6,1,17
3,0,2,1,37,36,9,12
2,2,3,3,11,5,0,8
0,2,2,4,19,30,9,3
0,4,3,1,8,7,2,3
2,0,1,2,52,0,25,6
3,3,1,3,51,16,10,4
2,0,2,0,59,25,5,16
3,3,3,4,38,12,2,3
0,1,1,3,73,0,25,8
0,0,4,0,19,13,19,11
1,1,3,3,12,18,4,27
3,3,4,1,11,0,17,14
2,2,4,4,58,2,2,3
3,3,2,4,14,9,33,4
0,4,2,4,4,28,25,6
2,0,3,4,30,0,6,13
4,3,3,3,97,5,2,11
0,1,0,1,23,24,3,4
2,0,2,1,42,21,26,5
1,0,4,0,48,25,11,16
1,0,1,1,22,25,15,19
3,4,3,2,33,17,22,4
1,0,0,4,71,10,6,3
1,1,3,2,33,6,23,4
2,1,1,1,17,18,36,26
4,1,3,2,29,7,1,3
4,0,1,1,39,49,30,37
1,1,4,1,30,5,63,1
2,0,1,2,71,35,32,10
0,1,3,0,14,6,8,6
4,4,2,0,32,3,8,5
4,4,1,4,35,19,23,3
4,0,4,1,50,13,12,16
4,3,4,4,18,0,22,1
0,1,2,2,40,10,0,0
4,2,4,0,3,28,2,3
4,1,3,1,31,6,9,3
0,3,0,2,5,2,5,6
3,4,0,0,72,38,5,4
4,3,1,0,21,31,17,4
1,4,0,0,24,1,5,1
2,3,2,4,43,3,13,34
3,3,0,0,8,23,2,0
1,0,0,1,20,31,7,8
1,1,0,0,32,4,4,15
1,0,0,0,22,68,4,6
1,2,3,2,19,3,8,1
4,4,3,4,11,26,0,1
3,1,2,3,46,4,9,5
3,1,2,3,30,15,0,0
0,3,2,0,24,10,12,4
4,4,3,1,25,27,8,20
1,1,0,2,5,28,29,1
3,0,3,2,29,3,18,2
1,4,3,2,56,7,5,4
0,1,4,0,14,1,16,8
4,0,0,4,18,15,20,0
3,0,3,1,46,33,80,3
3,3,3,0,24,31,36,8
0,1,2,1,34,17,29,12
0,3,2,4,9,14,43,19
2,1,4,1,37,9,21,18
3,4,1,1,13,12,33,2
3,1,0,2,41,34,17,11
1,1,0,2,41,12,2,2
1,4,4,4,36,14,19,12
2,4,0,0,44,2,11,7
4,0,0,3,6,37,16,11
1,3,0,4,62,2,2,21
4,3,4,0,31,21,14,13
1,0,0,3,21,6,4,3
1,3,1,0,11,4,27,14
0,2,2,3,1,39,40,26
1,0,1,0,12,5,34,3
2,3,3,1,24,19,19,3
4,1,2,3,12,3,8,3
3,0,3,4,50,16,7,1
2,3,4,4,1,4,7,14
3,3,0,1,77,30,7,9
4,0,4,1,0,0,8,17
3,4,3,0,15,11,23,17
3,4,2,3,5,0,6,2
0,4,3,1,28,8,16,6
2,3,1,4,43,31,43,34
0,4,4,0,30,19,3,1
1,2,0,4,44,1,1,1
2,3,0,4,47,27,0,2
2,2,0,2,4,1,0,3
0,2,4,3,43,5,37,0
0,1,4,4,31,26,19,1
4,2,0,4,91,22,21,7
4,3,3,0,43,14,0,2
2,3,2,2,40,26,18,12
2,2,1,0,23,12,3,0
2,3,3,3,57,25,6,8
4,4,2,3,16,7,9,3
4,0,2,0,46,4,8,9
4,0,4,2,75,19,12,4
2,4,4,2,2,21,42,4
0,1,2,4,76,29,11,44
1,4,3,2,9,29,12,9
2,2,3,4,4,0,6,1
0,1,4,4,38,17,7,1
1,3,0,4,37,7,7,6
1,1,1,0,24,17,3,3
3,2,2,1,20,0,2,11
4,0,4,4,35,0,19,30
2,2,0,3,12,18,18,0
2,3,3,1,15,25,30,19
2,1,1,0,28,16,11,8
3,0,1,2,15,6,16,6
3,3,0,0,17,8,5,9
4,0,2,1,58,0,1,12
0,2,1,0,16,6,4,10
2,0,3,2,0,7,2,4
0,0,0,4,4,47,44,25
3,3,2,4,76,18,0,14
4,2,2,0,22,0,24,2
1,0,3,0,3,0,0,11
1,3,1,0,62,3,32,8
0,1,2,4,34,42,9,5
4,0,0,1,60,22,11,14
4,4,3,1,41,4,6,0
4,4,4,3,52,24,18,4
1,1,1,1,25,5,19,12
0,0,3,1,70,15,16,25
4,3,3,4,6,19,13,21
3,0,3,4,46,22,14,9
3,0,1,1,44,15,0,5
4,1,3,0,11,5,1,7
3,4,3,0,16,19,27,4
1,2,3,0,73,31,17,2
2,1,4,2,49,27,2,4
2,4,2,0,0,3,2,9
0,1,2,4,14,2,9,8
4,0,0,4,25,2,16,9
3,3,1,4,6,1,24,1
2,3,3,2,17,17,5,4
2,0,2,4,37,10,32,2
4,4,0,4,31,7,3,14
3,3,2,1,34,2,27,19
4,1,0,1,9,2,7,9
4,2,3,4,35,31,29,1
4,4,1,1,8,15,22,6
3,0,3,3,64,13,19,0
3,1,1,0,28,40,32,5
0,0,2,3,6,49,24,1
1,2,2,2,12,6,0,30
0,3,2,1,8,9,10,3
2,4,4,3,11,31,39,0
3,3,1,2,18,1,8,3
4,3,1,2,11,22,11,16
1,4,0,2,19,0,10,6
0,3,3,2,36,5,19,4
0,4,2,0,8,3,26,12
4,4,3,1,36,6,52,3
4,0,3,4,4,16,1,5
4,0,0,0,74,20,5,3
1,0,4,0,38,15,24,1
4,2,0,4,44,3,30,0
2,0,4,0,40,3,1,5
1,3,4,2,41,13,5,16
3,4,1,3,30,6,10,6
2,2,3,3,46,4,12,0
1,2,2,1,32,3,0,9
1,3,2,3,16,6,18,30
1,2,1,2,37,0,0,14
1,2,4,1,27,8,21,8
1,2,1,0,38,13,30,0
0,2,3,1,21,6,13,12
4,3,2,4,27,8,58,10
3,0,4,1,66,9,8,9
2,0,0,1,20,3,1,4
1,3,3,3,25,12,31,2
0,4,0,4,33,9,9,3
1,2,4,3,51,11,5,20
2,3,2,4,32,5,7,3
1,3,1,0,35,21,9,12
1,3,3,1,43,18,16,2
0,0,3,4,31,0,18,2
3,0,2,1,14,0,1,4
3,4,0,3,18,11,9,0
2,3,2,0,74,14,11,1
2,1,3,0,6,2,1,14
0,2,3,4,33,24,32,5
3,1,0,3,31,28,5,7
2,0,4,2,24,22,4,7
0,1,3,0,19,8,19,5
4,3,1,3,21,34,19,5
3,4,0,0,76,14,1,6
1,3,1,2,27,9,32,0
2,0,0,0,78,10,0,7
0,0,0,3,21,3,6,0
0,3,3,4,12,5,35,45
1,3,2,3,42,10,2,2
2,1,0,1,24,31,14,2
3,4,3,2,13,20,1,10
2,2,1,2,29,18,13,7
1,4,3,0,48,16,14,0
2,3,2,3,0,8,8,2
1,4,3,4,40,21,11,6
1,1,1,4,41,2,11,20
4,4,3,4,57,39,5,13
4,4,1,0,14,4,5,6
3,1,0,3,18,6,3,0
2,1,4,3,3,23,24,6
0,1,2,2,52,3,11,1
2,0,3,4,21,17,26,7
3,1,1,4,82,0,10,3
2,3,3,2,29,17,13,13
1,3,4,1,12,19,0,1
3,3,2,4,10,10,15,2
0,3,4,1,62,6,13,2
3,4,3,2,48,4,9,5
4,3,1,4,47,2,23,15
1,4,2,4,19,49,12,4
4,4,1,0,10,5,34,19
2,2,4,1,8,13,5,11
1,0,2,2,38,39,2,4
2,1,2,4,8,34,13,3
0,4,1,4,32,0,28,1
1,4,1,0,23,9,13,4
2,3,0,4,28,4,6,3
1,0,0,3,23,10,12,3
1,1,2,2,21,12,19,6
3,4,0,2,71,9,9,17
2,4,2,0,58,7,49,1
2,0,2,2,24,22,6,14
2,1,1,0,79,13,17,23
1,0,0,1,44,42,5,1
4,1,1,1,14,1,5,3
1,4,2,2,4,8,56,2
4,1,2,1,70,6,5,12
4,2,4,0,9,0,15,5
1,1,2,1,63,28,12,6
0,2,3,0,8,0,18,9
4,1,1,4,4,9,18,7
2,4,4,3,24,8,14,7
2,4,4,4,27,59,20,9
0,3,0,2,22,20,5,22
1,1,3,0,26,4,20,2
2,4,3,4,33,4,8,8
1,2,4,0,31,0,3,0
0,3,3,2,68,7,36,0
4,4,1,2,2,1,0,19
4,3,4,1,48,34,4,14
2,4,4,3,19,56,2,11
3,4,0,4,27,24,17,15
4,0,0,4,31,3,0,0
4,0,3,0,14,3,1,5
0,2,2,4,52,1,23,29
0,0,0,1,2,4,19,0
3,3,3,3,6,24,40,15
0,4,0,0,69,52,2,7
2,1,2,1,29,0,2,10
2,0,1,1,6,0,1,9
0,2,2,0,67,12,12,8
3,4,4,2,8,6,19,4
3,2,0,4,23,2,16,6
2,4,1,2,4,47,0,31
3,4,1,1,10,16,35,4
4,2,4,0,36,1,33,17
1,4,0,2,50,43,2,8
3,3,4,3,90,4,2,19
4,3,2,0,58,2,41,7
2,4,2,3,71,2,2,7
2,4,0,0,9,27,0,20
2,0,2,0,41,14,38,3
2,3,0,3,37,20,0,23
2,0,2,4,2,23,0,14
1,0,1,2,24,28,5,10
4,3,1,4,37,7,15,3
2,4,4,4,18,6,14,4
3,3,0,3,10,1,66,2
1,4,4,1,17,13,2,12
0,1,2,2,41,8,23,4
2,2,3,0,49,22,31,13
2,2,3,2,32,9,31,5
0,4,1,1,1,36,34,1
3,4,3,1,14,9,13,10
2,1,2,3,2,30,25,4
0,0,4,4,22,1,18,15
2,2,0,2,45,5,0,2
2,1,0,0,45,18,10,15
2,3,0,3,47,4,11,17
3,2,2,3,26,8,37,2
3,4,3,0,11,31,11,13
4,2,1,1,51,10,55,15
4,1,1,0,18,29,8,31
0,0,4,0,8,48,14,34
0,1,4,1,26,4,5,6
1,1,0,1,3,1,2,3
1,4,1,3,41,42,31,6
1,1,2,3,45,0,15,20
0,3,0,0,18,4,40,17
2,4,0,0,1,13,21,4
2,3,4,0,24,2,6,1
2,2,1,3,6,19,11,4
0,0,4,0,40,13,4,5
4,0,4,2,15,30,8,20
3,1,0,0,30,5,2,7
0,0,2,1,71,5,1,2
2,2,1,1,38,16,13,1
1,2,1,3,7,9,6,1
1,2,2,3,41,2,6,2
3,4,2,3,43,21,5,2
3,4,3,4,5,36,21,9
4,2,1,4,14,0,3,4
4,1,4,4,57,27,20,13
0,0,0,3,12,23,15,1
2,4,0,3,67,7,1,2
4,3,1,3,8,4,17,7
2,0,4,0,11,19,3,0
2,4,1,2,19,11,31,2
4,4,2,0,22,0,37,13
3,3,2,3,21,1,17,23
4,2,0,1,33,5,19,1
0,3,2,2,12,14,4,5
4,0,4,1,36,19,47,4
2,2,1,0,0,48,16,25
3,0,1,3,41,14,7,1
2,3,3,2,11,9,2,12
3,1,4,0,32,12,2,9
2,2,2,2,52,23,0,3
0,3,1,0,60,5,1,1
4,0,0,0,8,1,10,20
0,1,3,0,9,6,7,1
4,2,4,4,2,14,10,1
0,4,1,2,34,12,7,5
3,1,3,3,23,54,24,1
4,2,4,2,44,8,12,8
2,4,2,2,29,0,6,0
1,3,0,2,42,39,13,20
2,2,2,4,50,7,40,3
4,1,0,2,34,5,4,9
3,4,0,3,44,16,42,2
0,2,2,2,9,24,10,7
3,0,4,1,63,0,45,1
0,4,2,4,21,14,5,14
1,1,1,4,15,57,8,11
2,0,4,0,94,43,2,4
4,4,4,4,19,36,24,5
0,0,0,3,48,17,0,0
0,2,0,1,10,0,13,0
3,1,4,3,24,11,27,7
2,1,3,2,29,3,5,10
2,4,3,4,35,19,15,6
2,0,4,0,12,19,1,4
0,4,0,1,23,1,1,2
2,4,1,4,74,24,8,10
3,1,3,0,13,13,14,9
2,1,4,1,14,8,30,2
4,0,0,0,6,7,14,2
3,3,2,1,40,17,16,9
2,0,2,1,13,7,1,12
1,1,4,3,35,4,18,31
3,3,4,0,13,27,34,9
0,1,0,4,74,11,8,6
3,0,3,0,13,1,10,10
0,0,4,3,54,2,6,24
2,0,1,0,47,42,14,3
2,1,1,3,33,1,4,10
1,2,2,3,22,9,17,2
1,1,0,3,21,5,18,0
2,1,2,2,76,25,8,0
4,4,2,4,5,40,0,4
3,0,2,2,18,1,23,40
2,1,1,2,11,0,32,11
0,3,2,3,36,6,59,4
2,0,0,1,12,14,21,25
4,2,1,4,18,11,8,0
3,2,1,3,15,2,5,3
2,1,1,4,43,43,35,8
4,2,2,2,21,11,2,10
0,0,3,4,6,3,11,1
4,2,2,0,41,2,10,1
1,0,2,0,89,27,4,12
3,2,2,2,14,30,0,13
1,2,4,1,8,62,44,2
1,0,2,4,31,1,18,7
4,2,0,4,24,14,5,2
0,1,4,2,57,4,7,0
1,3,3,2,40,1,13,2
2,2,1,2,84,24,24,3
1,4,3,1,42,0,34,21
0,4,0,3,14,10,0,7
4,1,2,2,66,30,22,12
2,1,1,1,16,0,15,0
0,3,3,3,27,48,46,7
3,2,2,4,45,5,47,15
0,3,1,2,33,15,26,10
3,1,1,4,13,4,16,13
1,0,4,1,7,34,8,1
2,0,4,3,59,22,3,7
3,1,0,0,19,21,14,20
2,4,1,1,35,4,7,12
1,1,3,2,14,14,4,10
3,3,2,3,39,23,26,15
0,4,4,3,14,14,8,7
2,3,3,0,30,4,5,17
0,4,1,3,26,8,12,0
0,3,0,4,6,21,9,14
4,2,2,1,17,28,10,6
1,2,0,2,41,8,8,4
4,3,0,0,27,2,0,3
4,1,1,3,61,14,0,3
3,2,0,1,10,10,7,0
0,2,3,2,4,18,7,29
0,1,2,0,59,0,34,20
2,1,1,2,42,23,0,1
4,3,1,2,59,19,16,13
0,0,0,1,16,5,8,9
3,2,3,1,17,5,36,9
3,4,4,2,2,11,20,5
2,1,1,4,67,24,10,10
3,2,0,1,40,17,25,12
3,2,1,3,65,14,21,22
3,1,3,0,9,33,46,9
0,1,1,1,37,19,19,0
0,3,1,2,4,15,12,11
2,3,4,3,52,2,2,8
0,3,2,0,57,10,31,1
0,4,1,2,47,1,5,2
0,2,2,2,64,6,19,1
0,2,1,3,33,6,8,11
3,4,1,0,34,13,2,4
3,2,1,1,19,16,3,2
2,1,0,1,46,3,10,8
4,4,0,3,19,3,20,3
1,3,4,2,21,24,59,0
4,1,4,3,3,6,17,2
4,2,2,2,28,27,10,3
4,2,4,1,72,5,19,8
1,4,1,3,36,2,19,8
3,4,1,3,40,4,15,1
1,4,1,2,34,25,15,8
1,1,0,1,32,11,19,7
2,4,4,4,38,9,6,0
1,0,4,0,5,15,4,2
3,4,2,1,51,6,22,3
3,4,3,1,33,15,8,75
2,3,1,4,10,6,7,0
1,0,0,4,36,35,20,3
0,3,4,0,1,9,6,5
0,3,4,0,46,4,39,0
4,2,4,3,53,46,20,14
0,3,4,2,20,3,0,3
2,1,4,1,10,7,8,33
2,2,0,2,20,4,3,23
3,3,2,4,27,13,1,17
1,2,3,3,22,4,14,2
2,2,4,2,76,40,20,2
3,1,4,1,26,2,4,60
0,0,3,2,27,7,12,9
3,1,4,4,21,56,4,0
3,3,2,2,21,3,16,17
2,0,2,2,31,21,25,7
2,0,4,4,31,7,3,3
2,4,0,1,24,28,24,6
4,2,4,4,28,4,8,17
1,2,0,0,57,1,24,28
1,4,0,3,19,12,7,7
1,0,4,0,39,9,4,17
2,4,2,3,40,5,11,6
2,4,1,3,42,11,27,3
4,2,4,0,7,2,8,7
2,4,0,3,25,4,25,1
3,4,3,4,10,42,12,3
0,1,4,1,35,18,24,9
3,0,3,2,8,27,20,5
2,2,1,3,100,1,7,11
2,3,4,0,40,9,28,11
4,3,4,0,12,8,5,3
1,3,1,4,29,3,32,2
4,1,0,0,40,31,10,6
4,3,3,4,22,11,7,11
2,0,4,1,32,5,0,0
0,0,2,4,25,1,15,8
2,0,0,0,66,6,3,5
3,2,1,0,34,23,18,4
1,2,1,4,23,2,4,2
1,4,0,4,14,24,11,9
2,2,3,4,52,4,1,6
3,0,0,0,15,28,9,1
0,3,0,4,35,23,11,4
4,3,3,1,7,15,1,4
3,2,2,2,18,9,17,17
4,4,3,0,42,1,21,10
3,4,0,4,20,21,5,4
0,1,0,3,59,10,10,1
2,1,4,2,34,14,1,6
1,0,0,2,22,0,8,5
2,1,4,2,21,16,39,12
2,2,2,2,24,3,5,11
4,2,2,3,18,0,6,0
3,4,4,3,28,7,3,2
0,0,4,4,26,5,29,14
2,1,1,0,46,7,0,30
1,0,3,3,53,31,13,38
0,3,0,0,24,4,0,22
4,3,3,0,12,7,33,22
1,1,1,4,38,21,22,5
2,3,1,1,31,27,25,12
4,3,3,3,29,5,16,3
4,2,1,0,1,20,11,13
1,4,2,1,62,7,29,1
4,0,3,3,28,2,8,26
0,0,2,1,14,0,14,6
4,3,1,3,33,24,22,3
4,2,2,1,54,4,12,4
0,4,4,3,26,18,6,22
4,3,4,0,33,7,5,16
4,0,3,0,13,16,2,2
2,4,3,1,39,17,11,12
0,1,3,4,35,7,8,0
1,4,3,3,62,14,0,8
3,1,1,2,53,18,15,22
0,3,3,1,45,1,16,1
1,1,2,0,9,3,6,20
0,1,3,4,63,6,6,7
4,3,4,3,4,15,3,0
2,1,1,3,23,21,18,6
1,2,0,0,33,5,4,17
3,4,3,4,10,1,8,0
0,0,1,0,77,18,19,3
3,3,3,4,9,10,2,25
0,2,1,4,72,9,7,4
2,0,2,1,50,12,1,2
4,4,2,4,20,15,6,2
3,0,4,2,21,50,38,10
4,1,2,0,27,1,27,0
1,1,1,4,16,0,5,5
2,4,2,1,41,11,2,1
2,2,4,1,5,11,1,12
1,4,0,3,45,2,27,20
0,1,4,4,45,2,37,2
0,4,3,2,17,9,10,1
4,3,2,4,65,42,20,5
3,1,3,4,8,15,31,9
1,2,3,2,45,11,6,1
1,4,1,0,11,8,39,14
1,4,4,3,38,30,15,15
1,2,0,1,84,30,0,0
3,4,3,0,59,9,28,4
3,2,2,0,13,2,1,2
1,3,3,1,0,2,5,21
3,2,0,1,15,6,14,0
1,0,4,1,5,15,0,24
0,1,0,3,24,13,13,17
3,0,2,4,12,16,1,10
2,0,4,4,56,56,18,6
1,0,0,2,64,4,8,4
0,3,4,2,72,6,11,0
2,1,4,3,0,7,10,12
0,2,2,3,13,6,9,14
0,1,1,0,52,7,8,13
0,1,1,2,26,28,14,14
4,3,0,4,0,28,10,1
3,4,4,4,3,5,0,17
1,3,4,1,48,11,16,12
1,1,3,1,37,3,7,6
2,3,1,4,34,3,23,5
2,3,4,0,45,16,0,1
2,3,4,4,79,32,3,16
3,2,2,1,37,15,10,1
4,2,0,4,42,5,53,13
3,4,0,4,1,29,6,1
0,4,4,3,2,3,3,3
2,2,4,3,0,3,13,3
4,0,4,1,5,30,60,0
4,1,0,3,3,7,6,4
2,1,1,4,52,10,12,0
2,3,3,1,33,33,7,6
0,2,0,2,23,9,0,0
4,1,1,4,48,2,9,17
4,1,2,3,2,50,39,0
2,3,0,3,21,47,3,2
3,2,2,1,5,16,6,8
2,2,4,2,24,20,37,11
1,1,3,2,11,8,7,12
0,2,0,4,14,36,12,0
2,3,3,2,30,5,3,5
4,2,3,0,8,31,45,8
2,3,2,4,79,10,30,0
0,4,3,4,2,17,0,1
3,2,3,0,49,15,13,3
